,Unnamed: 0,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState
406,406,94568-7579,Consumer Cyclical,100000,"Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brand names. Its stores primarily offer apparel, accessories, footwear, and home fashions. The company's Ross Dress for Less stores sell its products at department and specialty stores primarily to middle income households; and dd's DISCOUNTS stores sell its products at department and discount stores for households with moderate income. As of September 28, 2022, it operated approximately 2,000 stores under the Ross Dress for Less and dd's DISCOUNTS name in 40 states, the District of Columbia, and Guam. Ross Stores, Inc. was incorporated in 1957 and is headquartered in Dublin, California.",Dublin,925 965 4400,CA,United States,[],https://www.rossstores.com,1,5130 Hacienda Drive,Apparel Retail,0.1282,0.07967,0.30776,337188992,-0.046,0.10791001,2373242112,80,buy,6088636000,-474617760,99.55,115.94,-0.201,1.916,0.09309,22,100.64,136.358,0.36728,135,3903670016,5627428864,18511298560,11.248,USD,53.191,1.117,2.1,NMS,"Ross Stores, Inc.","Ross Stores, Inc.",America/New_York,EST,TRUE,-18000000,EQUITY,ROST,finmb_33926,us_market,,1.844,,14.384,,,5.04,,353329984,,,,9.23,8405635,0.0242,,1643414400,0.92021006,1474813952,0.24,,,12.561214,0.020469999,1706486400,,1659139200,3.48,1663200000,344300183,0.953942,34135953408,2,,1434067200,2:01,,,,-0.222,2.2129772,1665705600,3.7,,23.00397,,0.0291,7788301,,,,116.03,116.54,88.8527,0.002456261,0.282,,116.81,,4395680,116.03,91.2938,0.285,116.54,,4395680,,,1.24,1662076800,,,114.92,USD,483.08334,1122448,,,,40965079040,,,2717565,114.92,117.1,1200,1122448,117.29,,0.89,69.24,115,FALSE,0.013300001,800,116.81,,115.94,116.33,https://logo.clearbit.com/rossstores.com,,,,,,,312ee907-969d-3ea1-8fa6-d5596a9418ed,,,,,,,,,,,
156,156,48105,Consumer Cyclical,7400,"Domino's Pizza, Inc., through its subsidiaries, operates as a pizza company in the United States and internationally. It operates through three segments: U.S. Stores, International Franchise, and Supply Chain. The company offers pizzas under the Domino's brand name through company-owned and franchised stores. It also provides oven-baked sandwiches, pasta, boneless chicken and chicken wings, bread and dips side items, desserts, and soft drink products. As of January 2, 2022, the company operated approximately 18,800 stores in 90 markets. Domino's Pizza, Inc. was founded in 1960 and is based in Ann Arbor, Michigan.",Ann Arbor,734 930 3030,MI,United States,[],https://www.dominos.com,1,30 Frank Lloyd Wright Drive,Restaurants,0.17740999,0.10018,0.26021,499759008,0.071,0.16528,796225024,315,buy,1208741000,358700864,366,389.06,-0.139,1.428,0.27186,26,373.68,,,450,114776000,5384150016,4488139776,3.242,USD,125.119,0.618,2.5,NYQ,Domino's Pizza Inc,"Domino's Pizza, Inc.",America/New_York,EST,TRUE,-18000000,EQUITY,DPZ,finmb_3132512,us_market,,3.789,,21.356,,,14.97,,36360300,,,,-83.365,1608708,0.0454,,1641081600,0.97283,449646016,12.321,,,,0.00583,1704153600,,1662854400,1.61,1663200000,35190169,0.687546,17004268544,2,,,,,,,-0.165,3.151938,1665705600,3.1,,25.989311,,0.0513,1502222,,,,391.74,392.56,374.74014,0.0083729,0.3433,,395,,611770,391.74,336.3114,3.28,392.56,,611770,,,4.4,1670976000,,,387.31,USD,31.576982,181082,,,,14146337792,,,793074,387.31,389.93,1000,181082,567.57,,0.85,299.41,388.21,FALSE,0.013300001,800,395,,389.06,392,https://logo.clearbit.com/dominos.com,,,,,,,c7ed77fd-b37c-3112-8a9e-da2f683bd945,,,,,,,,,,,
331,331,10036,Financial Services,5814,"Nasdaq, Inc. operates as a technology company that serves capital markets and other industries worldwide. The Market Technology segment includes anti financial crime technology business, which offers Nasdaq Trade Surveillance, a SaaS solution for brokers and other market participants to assist them in complying with market rules, regulations, and internal market surveillance policies; Nasdaq Automated Investigator, a cloud-deployed anti-money laundering tool; and Verafin, a SaaS technology provider of anti-financial crime management solutions. This segment also handles assets, such as cash equities, equity derivatives, currencies, interest-bearing securities, commodities, energy products, and digital currencies. The Investment Intelligence segment sells and distributes historical and real-time market data; develops and licenses Nasdaq-branded indexes and financial products; and provides investment insights and workflow solutions. The Corporate Platforms segment operates listing platforms; and offers investor relations intelligence and governance solutions. As of December 31, 2021, it had 4,178 companies listed securities on The Nasdaq Stock Market, including 1,632 listings on The Nasdaq Global Select Market; 1,169 on The Nasdaq Global Market; and 1,377 on The Nasdaq Capital Market. The Market Services segment includes equity derivative trading and clearing, cash equity trading, fixed income and commodities trading and clearing, and trade management service businesses. This segment operates various exchanges and other marketplace facilities across various asset classes, which include derivatives, commodities, cash equity, debt, structured products, and exchange traded products; and provides broker, clearing, settlement, and central depository services. The company was formerly known as The NASDAQ OMX Group, Inc. and changed its name to Nasdaq, Inc. in September 2015. Nasdaq, Inc. was founded in 1971 and is headquartered in New York, New York.",New York,212 401 8700,NY,United States,[],https://www.nasdaq.com,1,151 West 42nd Street,Financial Data & Stock Exchanges,0.32057,0.18704,0.58272,,0.147,0.27541,1959000064,50,buy,3420000000,,65,67.15,0.047,0.957,0.050890002,15,65.84,99.048,0.18662001,84,430000000,5827999744,6111000064,0.875,USD,12.347,0.094,2.3,NMS,"Nasdaq, Inc.","Nasdaq, Inc.",America/New_York,EST,TRUE,-18000000,EQUITY,NDAQ,finmb_740535,us_market,,5.76,,17.967,,,7.15,,167222000,,,,38.446,5581534,0.0114,,1640908800,0.77577,1143000064,6.15,,,1.7466058,0.18754,1703980800,,1664496000,2.92,1663200000,339630416,0.939572,35198279680,2,,,,,,,0.021,1.8374991,1665705600,3.2,,9.391608,,0.0163,8545802,,,,67.13,67.13,57.2409,0.029197082,0.33380002,,67.61,,1903140,67.13,60.5474,1.96,67.13,,1903140,,,0.8,1669852800,,,66.75,USD,10.918699,588428,,,,11228957696,,,1998426,66.75,67.3,900,588428,70.55333,,1.57,46.77,65.52,FALSE,0.013300001,1000,67.61,,67.15,67.07,https://logo.clearbit.com/nasdaq.com,,,,,,,66622641-4c7d-3ef0-bef7-8e1a16be01ee,,,,,,,,,,,
329,329,60661,Technology,18700,"Motorola Solutions, Inc. provides mission critical communications and analytics in the United States, the United Kingdom, Canada, and internationally. The company operates in two segments, Products and Systems Integration, and Software and Services. The Products and Systems Integration segment offers a portfolio of infrastructure, devices, accessories, and video security devices and infrastructure, as well as the implementation, and integration of systems, devices, software, and applications for government, public safety, and commercial customers who operate private communications networks and video security solutions, as well as manage a mobile workforce. Its land mobile radio communications and video security and access control devices include two-way portable and vehicle-mounted radios, fixed and mobile video cameras, and accessories; radio network core and central processing software, base stations, consoles, and repeaters; and video analytics, network video management hardware and software, and access control solutions. The Software and Services segment provides repair, technical support, and hardware maintenance services. This segment also offers monitoring, software updates, and cybersecurity services; and public safety and enterprise command center software, unified communications applications, and video software solutions through on-premise and as a service. It serves government, public safety, and commercial customers. The company was formerly known as Motorola, Inc. and changed its name to Motorola Solutions, Inc. in January 2011. Motorola Solutions, Inc. was founded in 1928 and is headquartered in Chicago, Illinois.",Chicago,847 576 5000,IL,United States,[],https://www.motorolasolutions.com,1,500 West Monroe Street,Communication Equipment,0.26433,0.14222,0.48256,1240999936,0.086,0.21219999,2236000000,260,buy,4048000000,1031124992,285,268.43,-0.213,1.16,0.098400004,11,286.91,,,311,717000000,6415000064,8458999808,4.296,USD,50.261,0.801,2,NYQ,"Motorola Solutions, Inc.","Motorola Solutions, Inc.",America/New_York,EST,TRUE,-18000000,EQUITY,MSI,finmb_99186,us_market,,5.453,,20.629,,,9.56,,168896992,,,,-3.294,1342920,0.008,,1640908800,0.88311994,1203000064,5.45,,,,0.00542,1703980800,,1656720000,1.83,1663200000,166205905,0.915254,46127239168,2,,1294099200,10000:40425,,,,-0.222,5.359619,1665705600,2.1,,28.07845,,0.0091,1532269,,,,266,267.29,229.34184,0.009887219,0.4432,,268.9094,,820660,266,239.1882,2.63,267.29,,820660,,,3.16,1663113600,,,266.15,USD,49.253212,198584,,,,45337018368,,,764704,266.15,268.41,800,198584,273.65,,1.52,195.18,263.53,FALSE,0.013200001,800,268.9094,,268.43,258.05,https://logo.clearbit.com/motorolasolutions.com,,Suite 4400,,,,,8726e36e-9d6d-3364-a390-d495b4ce9dc1,,,,,,,,,,,
225,225,77032,Energy,40000,"Halliburton Company provides products and services to the energy industry worldwide. It operates in two segments, Completion and Production, and Drilling and Evaluation. The Completion and Production segment offers production enhancement services that include stimulation and sand control services; cementing services, such as well bonding and casing, and casing equipment; completion tools that offer downhole solutions and services, including well completion products and services, intelligent well completions, and service tools, as well as liner hanger, sand control, and multilateral systems; production solutions comprising coiled tubing, hydraulic workover units, downhole tools, and pumping and nitrogen services; and pipeline and process services, such as pre-commissioning, commissioning, maintenance, and decommissioning. This segment also provides electrical submersible pumps, as well as artificial lift services. The Drilling and Evaluation segment offers drilling fluid systems, performance additives, completion fluids, solids control, specialized testing equipment, and waste management services; oilfield completion, production, and downstream water and process treatment chemicals and services; drilling systems and services; wireline and perforating services consists of open-hole logging, and cased-hole and slickline; and drill bits and services comprising roller cone rock bits, fixed cutter bits, hole enlargement, and related downhole tools and services, as well as coring equipment and services. This segment also provides cloud based digital services and artificial intelligence solutions on an open architecture for subsurface insights, integrated well construction, and reservoir and production management; testing and subsea services, such as acquisition and analysis of reservoir information and optimization solutions; and project management and integrated asset management services. Halliburton Company was founded in 1919 and is based in Houston, Texas.",Houston,281 871 2699,TX,United States,[],https://www.halliburton.com,1,3000 North Sam Houston Parkway East,Oil & Gas Equipment & Services,0.18671,0.09162,0.15185,1760999936,0.388,0.13748,3545999872,33,buy,2016000000,920875008,43.9,36.36,1.304,2.096,0.07488,25,43.76,117.122,0.26346,54,1976999936,8954000384,18992001024,2.177,USD,21.061,1.327,2,NYQ,Halliburton Company,Halliburton Company,America/New_York,EST,TRUE,-18000000,EQUITY,HAL,finmb_177698,us_market,,2.113,,11.316,,,1.41,,895116032,,,,5.816,22317736,0.024600001,,1640908800,0.84116995,1740000000,-1.989,,,6.2517195,0.00297,1703980800,,1664496000,1.98,1663200000,904432751,2.103537,40126545920,2,,1153094400,2:01,,,,1.305,1.7136909,1665705600,0.33,,25.787235,,0.0278,17709159,,,,36.56,36.37,33.517,0.004923414,0.171,,36.79,,9218310,36.56,32.3656,0.18,36.37,,9218310,,,0.48,1662422400,,,36.12,USD,,2830732,,,,32546418688,,,10693347,36.12,36.45,1800,2830732,43.99,,2.3,20.77,36.36,FALSE,0.013200001,1000,36.79,,36.36,36.32,https://logo.clearbit.com/halliburton.com,,,,,,,ee465b6f-a3ae-3152-bfa4-5d36cc7180d1,,,,,,,,,,,
404,404,30324,Consumer Cyclical,16482,"Rollins, Inc., through its subsidiaries, provides pest and wildlife control services to residential and commercial customers in the United States and internationally. The company offers pest control services to residential properties protecting from common pests, including rodents, insects, and wildlife. It also provides workplace pest control solutions for customers across various end markets, such as healthcare, foodservice, and logistics. In addition, the company offers traditional and baiting termite protection, as well as ancillary services. It serves clients directly, as well as through franchisee operations. Rollins, Inc. was incorporated in 1948 and is headquartered in Atlanta, Georgia.",Atlanta,404 888 2000,GA,United States,[],https://www.rollins.com,1,"2170 Piedmont Road, NE",Personal Services,0.21134001,0.13121,0.51493,445431008,0.122,0.17447,556840000,37,buy,1261683000,376929760,38.5,39.99,0.151,0.783,0.14304,4,38.5,33.35,0.30085,40,121876000,399054016,2634776064,0.248,USD,5.353,0.636,2.5,NYQ,"Rollins, Inc.","Rollins, Inc.",America/New_York,EST,TRUE,-18000000,EQUITY,ROL,finmb_300753,us_market,,7.495,,35.465,,,0.68,,492048992,,,,2.01,13166188,0.026700001,,1640908800,0.42959,345703008,0.63,,,19.895523,0.52481,1703980800,,1664496000,11.36,1663200000,249638674,,19748276224,2,,1607644800,3:02,,,,0.147,7.468202,1665705600,6.85,,58.808826,,0.056999996,13037175,,,,39.72,39.86,35.55,0.00601712,0.5672,,40.15,,1836930,39.72,38.2372,0.239,39.86,,1836930,,,0.52,1667952000,,,39.78,USD,63.476192,579715,,,,19677040640,,,1455277,39.78,39.97,800,579715,43.06,,0.96,28.51,38.81,FALSE,0.013099999,1300,40.15,,39.99,39.98,https://logo.clearbit.com/rollins.com,,,,,,,5f35bee0-3536-3410-9c07-d5b521674167,,,,,,,,,,,
377,377,70433-5001,Industrials,5500,"Pool Corporation distributes swimming pool supplies, equipment, and related leisure products in the United States and internationally. The company offers maintenance products, including chemicals, supplies, and pool accessories; repair and replacement parts for pool equipment, such as cleaners, filters, heaters, pumps, and lights; fiberglass pools, and hot tubs and packaged pool kits comprising walls, liners, braces, and coping for in-ground and above-ground pools; pool equipment and components for new pool construction and the remodeling of existing pools; and irrigation and related products consisting of irrigation system components, and professional lawn care equipment and supplies. It also provides building materials, such as concrete, plumbing and electrical components, functional and decorative pool surfaces, decking materials, tiles, hardscapes, and natural stones for pool installations and remodeling; and commercial products, including heaters, safety equipment, and commercial pumps and filters. In addition, the company offers other pool construction and recreational products comprising discretionary recreational and related outdoor living products, such as grills and components for outdoor kitchens. It serves swimming pool remodelers and builders; specialty retailers that sell swimming pool supplies; swimming pool repair and service businesses; irrigation construction and landscape maintenance contractors; and commercial customers that serve hotels, universities, and community recreational facilities. As of March 03, 2022, the company operated 410 sales centers in North America, Europe, and Australia. Pool Corporation was incorporated in 1993 and is headquartered in Covington, Louisiana.",Covington,985 892 5521,LA,United States,[],https://www.poolcorp.com,1,109 Northpark Boulevard,Industrial Distribution,0.1766,0.12815,0.31702998,261895008,0.144,0.17059,1080669056,305,buy,1617092000,57446376,350,328.82,0.053,2.983,0.21856001,9,349.78,148.841,0.72075,420,49079000,1772512000,6119364096,1.252,USD,155.055,0.812,2.3,NMS,Pool Corporation,Pool Corporation,America/New_York,EST,FALSE,-18000000,EQUITY,POOL,finmb_34117,us_market,,2.242,,12.694,,,13.12,,40088000,,,,16.413,3800778,0.096,,1640908800,1.01946,776088000,10.644,,,20.03412,0.030550001,1703980800,,1664496000,8.26,1663200000,38003464,0.868091,13718211584,2,,1095033600,3:02,,,,0.029,2.1541023,1665705600,1.3,,25.0625,,0.1283,3830827,,,,332.39,332.97,378.67126,0.006979752,0.1849,,334.56,,539380,332.39,317.2438,2.32,332.97,,539380,,,4,1660089600,,,327.84,USD,30.892523,229138,,,,13181736960,,,496590,327.84,329.89,900,229138,572.76,,0.88,278.1,329.16,FALSE,0.013099999,900,334.56,,328.82,332.34,https://logo.clearbit.com/poolcorp.com,,,,,,,3225d082-71bd-3b75-add4-8b2a836c8998,,,,,,,,,,,
344,344,22042,Industrials,88000,"Northrop Grumman Corporation operates as an aerospace and defense company worldwide. The company's Aeronautics Systems segment designs, develops, manufactures, integrates, and sustains aircraft systems. This segment also offers unmanned autonomous aircraft systems, including high-altitude long-endurance strategic ISR systems and vertical take-off and landing tactical ISR systems; and strategic long-range strike aircraft, tactical fighter and air dominance aircraft, and airborne battle management and command and control systems. Its Defense Systems segment designs, develops, and produces weapons and mission systems. It offers products and services, such as integrated battle management systems, weapons systems and aircraft, and mission systems. This segment also provides command and control and weapons systems, including munitions and missiles; precision strike weapons; propulsion, such as air-breathing and hypersonic systems; gun systems and precision munitions; life cycle service and support for software, weapons systems, and aircraft; and logistics support, sustainment, operation, and modernization for air, sea, and ground systems. The company's Mission Systems segment offers cyber, command, control, communications and computers, intelligence, surveillance, and reconnaissance systems; radar, electro-optical/infrared and acoustic sensors; electronic warfare systems; advanced communications and network systems; cyber solutions; intelligence processing systems; navigation; and maritime power, propulsion, and payload launch systems. This segment also provides airborne multifunction sensors; maritime/land systems and sensors; navigation, targeting, and survivability solutions; and networked information solutions. Its Space Systems segment offers satellites and payloads; ground systems; missile defense systems and interceptors; launch vehicles and related propulsion systems; and strategic missiles. The company was founded in 1939 and is based in Falls Church, Virginia.",Falls Church,703 280 2900,VA,United States,[],https://www.northropgrumman.com,1,2980 Fairview Park Drive,Aerospace & Defense,0.25051,0.16231,0.20931,1920000000,-0.038,0.21395001,8757000192,413,buy,7268000000,2960750080,525,527.83,-0.056,1.296,0.111219995,19,520.79,106.234,0.45716,575,1168999936,14501999616,34957000704,7.556,USD,222.444,1.088,2.2,NYQ,Northrop Grumman Corporation,Northrop Grumman Corporation,America/New_York,EST,TRUE,-18000000,EQUITY,NOC,finmb_97199,us_market,,2.731,,10.904,,,25.5,,157338000,,,,65.389,2379736,0.0154,,1640908800,0.84202003,5673999872,27.155,,,8.072153,0.00221,1703980800,,1656547200,2.41,1663200000,154363199,0.586219,95483150336,2,,1301529600,10000:9035,,,,-0.088,2.3757107,1665705600,7.23,,20.699217,,0.0154,1731883,,,,520.61,526.87,469.60535,0.011140778,0.17979999,,529.79,,1251580,520.61,505.959,5.8,526.87,,1251580,,,6.92,1661472000,,,522.08,USD,19.437674,240333,,,,83047718912,,,992412,522.08,528.49,1000,240333,556.27,,1.55,345.91,522.12,FALSE,0.012999999,800,529.79,,527.83,521.12,https://logo.clearbit.com/northropgrumman.com,,,,,,,8d64cf5f-27e7-341e-a824-a0162177be4e,,,,,,,,,,,
494,494,60045-5201,Industrials,22700,"W.W. Grainger, Inc. distributes maintenance, repair, and operating (MRO) products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. It offers safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers inventory management and technical support services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",Lake Forest,847 535 1000,IL,United States,[],https://www.grainger.com,1,100 Grainger Parkway,Industrial Distribution,0.1509,0.092650004,0.37474,967000000,0.196,0.13683,2144999936,420,buy,4720000000,468000000,600,604.25,0.684,2.579,0.17994,10,572,109.493,0.60356,650,262000000,2699000064,14215000064,5.15,USD,276.826,1.349,2.4,NYQ,"W.W. Grainger, Inc.","W.W. Grainger, Inc.",America/New_York,EST,TRUE,-18000000,EQUITY,GWW,finmb_276060,us_market,,2.091,,13.856,,,22.77,,51520000,,,,34.849,1347545,0.026500002,,1640908800,0.73832,1316999936,14.091,,,17.339092,0.09649,1703980800,,1656547200,3.35,1663200000,45337935,1.207442,29720217600,2,,897868800,2:01,,,,0.649,2.1900077,1665705600,0.68,,26.53711,,0.0336,1210955,,,,604.32,606.82,512.2295,0.009978158,0.2597,,608.4,,289760,604.32,543.5228,6.03,606.82,,289760,,,6.88,1659657600,,,601.26,USD,42.88198,68007,,,,31130959872,,,341195,601.26,618.01,1000,68007,612.06,,1.68,440.48,593.52,FALSE,0.012999999,800,608.4,,604.25,631.18,https://logo.clearbit.com/grainger.com,,,,,,,db5dd440-4680-35e0-9cae-742b0bdd82ce,,,,,,,,,,,
394,394,33716,Financial Services,,"Raymond James Financial, Inc., a diversified financial services company, provides private client group, capital markets, asset management, banking, and other services to individuals, corporations, and municipalities in the United States, Canada, and Europe. The Private Client Group segment offers investment services, portfolio management services, insurance and annuity products, and mutual funds; support to third-party product partners, including sales and marketing support, as well as distribution and accounting, and administrative services; margin loans; and securities borrowing and lending services. The Capital Markets segment provides investment banking services, including equity underwriting, debt underwriting, and merger and acquisition advisory services; and fixed income and equity brokerage services. The Asset Management segment offers asset management, portfolio management, and related administrative services to retail and institutional clients; and administrative support services, such as record-keeping. The Raymond James Bank segment provides insured deposit accounts; commercial and industrial, commercial real estate (CRE) and CRE construction, tax-exempt, residential, securities-based, and other loans; and loan syndication services. The Other segment engages in the private equity investments, including various direct and third-party private equity investments; and legacy private equity funds. The company was founded in 1962 and is headquartered in St. Petersburg, Florida.",Saint Petersburg,727 567 1000,FL,United States,[],https://www.raymondjames.com,1,880 Carillon Parkway,Capital Markets,0,0.1384,0.93964994,,0.047,0.18545,,100,buy,10245000000,,119,119.56,-0.019,,,9,118.11,49.442,0.1696,130,,,10903000064,,USD,51.944,,2.1,NYQ,"Raymond James Financial, Inc.","Raymond James Financial, Inc.",America/New_York,EST,TRUE,-18000000,EQUITY,RJF,finmb_22623,us_market,,,,,,,9.36,,206162000,,,,53.596,2770820,0.0128,,1664496000,0.76881,1504999936,7.487,,,2.2307634,0.09791,1727654400,,1664496000,2.36,1663200000,,,,2,,1632268800,3:02,,,,0.023,2.260729,1665705600,0.71,,12.773504,,0.0182,2674274,,,,120.37,119.92,103.2946,0.012627731,0.1826,,120.8,,1315000,120.37,110.5798,1.52,119.92,,1315000,,,1.36,1664496000,,,119.18,USD,15.969012,620839,,,,24648728576,,,1263120,119.18,119.77,800,620839,126,,1.39,84.86,119.74,FALSE,0.0127,1100,120.8,,119.56,120.85,https://logo.clearbit.com/raymondjames.com,,,,,,,9960edcc-461e-33e0-b2f4-d1fb2f7be964,,,,,,,,,,,
281,281,27215,Healthcare,75000,"Laboratory Corporation of America Holdings operates as a global life sciences company that provides vital information to help doctors, hospitals, pharmaceutical companies, researchers, and patients make clear and confident decisions. It operates in two segments, Labcorp Diagnostics (Dx) and Labcorp Drug Development (DD). It offers various tests, such as blood chemistry analyses, urinalyses, blood cell counts, thyroid tests, PAP tests, hemoglobin A1C and vitamin D, prostate-specific antigens, tests for sexually transmitted diseases, hepatitis C tests, microbiology cultures and procedures, and alcohol and other substance-abuse tests. The company also provides specialty testing services comprising gene-based and esoteric testing; advanced tests target specific diseases, including anatomic pathology/oncology, cardiovascular disease, coagulation, diagnostic genetics, endocrinology, infectious disease, women's health, pharmacogenetics, and parentage and donor testing; and occupational testing services, medical drug monitoring services, chronic disease programs, and kidney stone prevention tests. It provides online and mobile applications to enable patients to check test results; and online applications for managed care organizations and accountable care organizations. It offers end-to-end drug development, medical device, and companion diagnostic development solutions from early-stage research to clinical development and commercial market access. It serves managed care organizations, pharmaceutical, biotechnology, medical device and diagnostics companies, governmental agencies, physicians and other healthcare providers, hospitals and health systems, employers, patients and consumers, contract research organizations, and independent clinical laboratories. Laboratory Corporation of America Holdings has a collaboration agreement with Tigerlily Foundation to increase clinical trial diversity for women of color. The company was incorporated in 1994 and is headquartered in Burlington, North Carolina.",Burlington,336 229 1127,NC,United States,[],https://www.labcorp.com,1,358 South Main Street,Diagnostics & Research,0.22145,0.12666,0.32555,2393299968,-0.037,0.18537001,3480100096,260,buy,5624300000,1770099968,297,241.37,-0.187,1.904,0.089209996,13,292.92,61.14,0.19262,315,1068800000,6371200000,15715200000,11.823,USD,166.651,1.556,1.9,NYQ,Laboratory Corporation of Ameri,Laboratory Corporation of America Holdings,America/New_York,EST,TRUE,-18000000,EQUITY,LH,finmb_30643,us_market,,1.661,,7.503,,,16.01,,95700000,,,,102.469,1581578,0.0175,,1640908800,0.94982004,1990499968,26.894,,,2.3555417,0.00263,1703980800,,1656547200,2.48,1663200000,90174000,1.066322,26109880320,2,,1021248000,2:01,,,,-0.233,1.4698578,1665705600,-0.78,,15.076201,,0.0227,1838364,,,,238.29,238.98,244.3345,,0.0344,,241.38,,856160,238.29,221.1046,,238.98,,856160,,,2.88,1668556800,,,238.63,USD,8.974864,202924,,,,23099109376,,,760001,238.63,241.38,800,202924,317.17,,,200.32,226.69,FALSE,0.0125,900,241.38,,241.37,238,https://logo.clearbit.com/labcorp.com,,,,,,,2b9645dc-7a42-3738-ac9f-a5a75117b1c0,,,,,,,,,,,
