,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState
434,98006-1350,Communication Services,75000.0,"T-Mobile US, Inc., together with its subsidiaries, provides mobile communications services in the United States, Puerto Rico, and the United States Virgin Islands. The company offers voice, messaging, and data services to 108.7 million customers in the postpaid, prepaid, and wholesale markets. It also provides wireless devices, including smartphones, wearables, and tablets and other mobile communication devices, as well as wireless devices and accessories. In addition, the company offers services, devices, and accessories under the T-Mobile and Metro by T-Mobile brands through its owned and operated retail stores, T-Mobile app and customer care channels, and its websites. It also sells its devices to dealers and other third-party distributors for resale through independent third-party retail outlets and various third-party websites. As of December 31, 2021, it operated approximately 102,000 macro cell and 41,000 small cell/distributed antenna system sites. The company was founded in 1994 and is headquartered in Bellevue, Washington.",Bellevue,425 378 4000,WA,United States,[],https://www.t-mobile.com,1,12920 SE 38th Street,Telecom Services,0.3214,0.02141,0.58023,14531000320.0,-0.012,0.13328,25785999360.0,128.0,buy,45546000000.0,5230125056.0,172.0,151.05,,0.847,0.03232,30.0,173.73,160.031,0.02499,214.0,3151000064.0,112075997184.0,80229998592.0,2.513,USD,64.159,0.629,1.9,NMS,"T-Mobile US, Inc.","T-Mobile US, Inc.",America/New_York,EST,True,-18000000,EQUITY,TMUS,finmb_93339,us_market,,3.559,,11.074,,,3.36,,1249049984.0,,,,52.62,15946879.0,0.0127,,1640908800.0,0.42673,1718000000.0,2.647,,,2.8705816,0.52185,1703980800.0,,1656547200.0,3.02,1663200000.0,635234588.0,0.507737,285544153088.0,2,,1367366400.0,1:2,,,,,2.3516016,1665705600.0,1.39,,44.95536,,0.0227,14612640.0,,,,150.12,151.17,135.11246,,0.0,,151.7892,,5310760.0,150.12,141.538,,151.17,,5310760.0,,,,1367366400.0,,,150.22,USD,57.0646,1481155.0,,,,188669001728.0,,,5332215.0,150.22,151.9,800.0,1481155.0,154.38,,,101.51,149.9,False,,1000.0,151.7892,,151.05,151.16,https://logo.clearbit.com/t-mobile.com,,,,,,,ce5c4301-b193-3ec5-9bb5-27c98f068bd5,,,,,,,,,,,
435,21202,Financial Services,7771.0,"T. Rowe Price Group, Inc. is a publicly owned investment manager. The firm provides its services to individuals, institutional investors, retirement plans, financial intermediaries, and institutions. It launches and manages equity and fixed income mutual funds. The firm invests in the public equity and fixed income markets across the globe. It employs fundamental and quantitative analysis with a bottom-up approach. The firm utilizes in-house and external research to make its investments. It employs socially responsible investing with a focus on environmental, social, and governance issues. It makes investment in late-stage venture capital transactions and usually invests between $3 million and $5 million. The firm was previously known as T. Rowe Group, Inc. and T. Rowe Price Associates, Inc. T. Rowe Price Group, Inc. was founded in 1937 and is based in Baltimore, Maryland, with additional offices in Colorado Springs, Colorado; Owings Mills, Maryland; San Francisco, California; New York, New York; Philadelphia, Pennsylvania; Tampa, Florida; Toronto, Ontario; Hellerup, Denmark; Amsterdam, The Netherlands; Luxembourg, Grand Duchy of Luxembourg; Zurich, Switzerland; Dubai, United Arab Emirates; London, United Kingdom; Sydney, New South Wales; Hong Kong; Tokyo, Japan; Singapore; Frankfurt, Germany, Madrid, Spain, Milan, Italy, Stockholm, Sweden, Melbourne, Australia, and Amsterdam, Netherlands.",Baltimore,410 345 2000,MD,United States,[],https://www.troweprice.com,1,100 East Pratt Street,Asset Management,0.50233,0.33261,0.60139,3376999936.0,-0.216,0.45826998,3662899968.0,70.0,hold,4678700000.0,1781799936.0,98.0,125.05,-0.578,1.817,0.18123,11.0,92.18,3.153,0.24777001,105.0,2116000000.0,307000000.0,7291800064.0,9.376,USD,32.165,1.817,3.5,NMS,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc.",America/New_York,EST,True,-18000000,EQUITY,TROW,finmb_23217,us_market,,3.234,,6.438,,,12.85,,229198000.0,,,,35.286,18126001.0,0.080299996,,1640908800.0,0.78896004,2366500096.0,11.776,,,3.5438986,0.01938,1703980800.0,,1656547200.0,9.39,1663200000.0,220981447.0,1.301031,23580585984.0,2,,1151280000.0,2:1,,,,-0.584,3.9306085,1665705600.0,-0.73,,9.731518,,0.0817,17086908.0,,,,124.4,124.0,124.53555,0.030385852,0.4397,,125.33,,2349440.0,124.4,110.124,3.78,124.0,,2349440.0,,,4.8,1663113600.0,,,122.75,USD,10.619056,707856.0,,,,28661211136.0,,,1952525.0,122.75,126.33,800.0,707856.0,208.3,,2.58,93.53,120.1,False,0.044,1000.0,125.33,,125.05,124.0,https://logo.clearbit.com/troweprice.com,,,,,,,4b1466dc-169a-3dd0-8cf2-ee11f3a48b26,,,,,,,,,,,
436,10036,Communication Services,7799.0,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. The company offers its products under the Rockstar Games, 2K, Private Division, and T2 Mobile Games names. It develops and publishes action/adventure products under the Grand Theft Auto, Max Payne, Midnight Club, and Red Dead Redemption names; and offers episodes and content, as well as develops brands in other genres, including the LA Noire, Bully, and Manhunt franchises. The company also publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the BioShock, Mafia, Sid Meier's Civilization, XCOM series, and Borderlands. In addition, it publishes sports simulation titles comprising NBA 2K series, a basketball video game; the WWE 2K professional wrestling series; and PGA TOUR 2K. Further, the company offers Kerbal Space Program, OlliOlli World, and The Outer Worlds and Ancestors: the Humankind Odyssey under Private Division; and free-to-play mobile games, such as Dragon City, Monster Legends, Two Dots, and Top Eleven. Its products are designed for console gaming systems, including PlayStation 4 and PlayStation 5; Xbox One; the Nintendo's Switch; personal computers; and mobile comprising smartphones and tablets. The company provides its products through physical retail, digital download, online platforms, and cloud streaming services. Take-Two Interactive Software, Inc. was incorporated in 1993 and is based in New York, New York.",New York,646 536 2842,NY,United States,[],https://www.take2games.com,1,110 West 44th Street,Electronic Gaming & Multimedia,0.19834,0.042630002,0.58862996,210584000.0,0.355,0.13681,752467968.0,126.0,buy,2040010000.0,1300279936.0,160.0,102.63,,0.924,0.026970001,27.0,161.11,38.108,0.024330001,200.0,1306599936.0,3682099968.0,3793900032.0,7.838,USD,31.436,0.695,2.0,NMS,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc.",America/New_York,EST,False,-18000000,EQUITY,TTWO,finmb_371281,us_market,,6.058,,30.542,,,6.08,,115300000.0,,,,28.809,4298623.0,0.025799999,,1648684800.0,0.91355,161722000.0,4.269,,,3.5624282,0.017970001,1711843200.0,,1656547200.0,2.32,1663200000.0,157209332.0,0.782977,22981804032.0,2,,1113264000.0,3:2,,,,,3.119017,1665705600.0,0.86,,16.879934,,0.025899999,4644162.0,,,,103.15,102.47,128.9804,,0.0,,103.67,,2362600.0,103.15,113.2994,,102.47,,2362600.0,,,,,,,102.24,USD,24.040758,939706.0,,,,11833238528.0,,,2178768.0,102.24,103.0,1000.0,939706.0,182.25,,,90.0,99.48,False,,1000.0,103.67,,102.63,103.59,https://logo.clearbit.com/take2games.com,,,,,,,c684de9e-6837-3ad1-bee4-863a7e546dff,,,,,,,,,,,
437,10001,Consumer Cyclical,12600.0,"Tapestry, Inc. provides luxury accessories and branded lifestyle products in the United States, Japan, Greater China, and internationally. The company operates in three segments: Coach, Kate Spade, and Stuart Weitzman. It offers women's accessories, including handbags, such as wallets, money pieces, wristlets, and cosmetic cases; novelty accessories comprising address books, time management and travel accessories, sketchbooks, and portfolios; and key rings and charms. The company also provides bag collections, including business cases, computer bags, messenger-style bags, backpacks, and totes; small leather goods, such as wallets, card cases, travel organizers, and belts; and footwear, watches, fragrances, sunglasses, novelty accessories, and ready-to-wear for men. In addition, it offers women's footwear; sunglasses; bracelets, necklaces, rings, and earrings; fragrances and watches; women's seasonal lifestyle apparel collections, including outerwear and ready-to-wear, and cold weather accessories, which comprise gloves, scarves, and hats. Further, the company provides footwear items; and housewares and home accessories for kids, such as fashion bedding and tableware; and stationery and gifts. Additionally, it licenses rights to market and distribute its tech and soft accessories, jewelry, watches, eyewear, and fragrances under the Coach brand; and tableware and housewares, fashion beddings, tech accessories, watches, sleepwear, eyewear, stationery and gifts, and fragrances under the Kate Spade brand. As of July 2, 2022, the company operated through a network of 945 Coach stores, 398 Kate Spade stores, and 100 Stuart Weitzman stores. It sells its products through e-commerce sites and concession shop-in-shops, and wholesale customers, as well as through independent third-party distributors. The company was formerly known as Coach, Inc. and changed its name to Tapestry, Inc. in October 2017. Tapestry, Inc. was founded in 1941 and is headquartered in New York, New York.",New York,212 946 8400,NY,United States,[],https://www.tapestry.com,1,10 Hudson Yards,Luxury Goods,0.21152,0.12810001,0.6957,853200000.0,0.006,0.1823,1413900032.0,36.0,buy,4650400000.0,690412480.0,46.0,37.07,0.067,1.752,0.097349994,19.0,45.26,142.853,0.30887,60.0,953200000.0,3264900096.0,6684499968.0,3.952,USD,25.291,0.969,2.0,NYQ,"Tapestry, Inc.","Tapestry, Inc.",America/New_York,EST,True,-18000000,EQUITY,TPR,finmb_526573,us_market,,1.49,,7.045,,,2.95,,275143008.0,,,,10.406,12813695.0,0.0529,,1656720000.0,0.92955,856300032.0,-1.548,,,3.5623677,0.00214,1719878400.0,,1656720000.0,3.44,1663200000.0,240258559.0,1.382461,9960741888.0,2,,1112659200.0,2:1,,,,-0.055,1.525851,1665705600.0,0.56,,12.566101,,0.071,10466435.0,,,,36.96,36.87,33.8314,0.009145021,0.3155,,37.45,,3934120.0,36.96,31.8748,0.338,36.87,,3934120.0,,,1.2,1662595200.0,,,36.81,USD,,2139357.0,,,,10199550976.0,,,3666698.0,36.81,37.87,900.0,2139357.0,44.35,,,26.39,37.16,False,0.0378,900.0,37.45,,37.07,36.96,https://logo.clearbit.com/tapestry.com,,,,,,,cf2a8431-f04b-3f34-984e-49dc1f2b1c89,,,,,,,,,,,
438,77002,Energy,2430.0,"Targa Resources Corp., together with its subsidiary, Targa Resources Partners LP, owns, operates, acquires, and develops a portfolio of midstream energy assets in North America. The company operates in two segments, Gathering and Processing, and Logistics and Transportation. It engages in gathering, compressing, treating, processing, transporting, and selling natural gas; storing, fractionating, treating, transporting, and selling natural gas liquids (NGL) and NGL products, including services to liquefied petroleum gas exporters; and gathering, storing, terminaling, purchasing, and selling crude oil. The company is also involved in the purchase and resale of NGL products; and wholesale of propane, as well as provision of related logistics services to multi-state retailers, independent retailers, and other end-users. In addition, it offers NGL balancing services; and transportation services to refineries and petrochemical companies in the Gulf Coast area, as well as purchases, markets, and resells natural gas. The company operates approximately 28,400 miles of natural gas pipelines, including 42 owned and operated processing plants; and owns or operates a total of 34 storage wells with a gross storage capacity of approximately 76 million barrels. As of December 31, 2021, it leased and managed approximately 648 railcars; 119 transport tractors; and two company-owned pressurized NGL barges. The company was incorporated in 2005 and is headquartered in Houston, Texas.",Houston,713 584 1000,TX,United States,[],https://www.targaresources.com,1,811 Louisiana Street,Oil & Gas Midstream,0.11537,0.02644,0.16639,2383000064.0,0.773,0.071100004,2412999936.0,83.0,buy,3220300000.0,1066825024.0,92.5,73.31,9.733,0.686,0.06046,18.0,93.89,169.529,0.16971001,108.0,154000000.0,7460800000.0,20916000768.0,0.68,USD,91.576,0.56,1.7,NYQ,"Targa Resources, Inc.",Targa Resources Corp.,America/New_York,EST,True,-18000000,EQUITY,TRGP,finmb_39153321,us_market,,1.232,,10.68,,,1.66,,228972000.0,,,,11.637,7209228.0,0.0318,,1640908800.0,0.89377,210800000.0,-7.26,,,6.299733,0.015520001,1703980800.0,,1656547200.0,1.72,1663200000.0,223077491.0,2.364038,25770747904.0,2,,,,,,,9.612,0.8025404,1665705600.0,0.35,,44.16265,,0.036,3951516.0,,,,73.39,74.07,68.40015,0.005450334,1.0,,74.31,,1439850.0,73.39,67.359,0.4,74.07,,1439850.0,,,1.4,1666915200.0,,,73.18,USD,,355972.0,,,,16785936384.0,,,2536439.0,73.18,73.39,800.0,355972.0,81.5,,7.2,47.57,68.86,False,0.0208,900.0,74.31,,73.31,73.75,https://logo.clearbit.com/targaresources.com,,Suite 2100,713 584 1100,,,,6b22995e-24c8-3077-9de7-67cb061d448b,,,,,,,,,,,
439,55403,Consumer Defensive,450000.0,"Target Corporation operates as a general merchandise retailer in the United States. The company offers food assortments, including perishables, dry grocery, dairy, and frozen items; apparel, accessories, home décor products, electronics, toys, seasonal offerings, food, and other merchandise; and beauty and household essentials. It also provides in-store amenities, such as Target Café, Target Optical, Starbucks, and other food service offerings. The company sells its products through its stores; and digital channels, including Target.com. As of March 09, 2022, the company operated approximately 2,000 stores. Target Corporation was incorporated in 1902 and is headquartered in Minneapolis, Minnesota.",Minneapolis,612 304 6073,MN,United States,[],https://corporate.target.com,1,1000 Nicollet Mall,Discount Stores,0.07911,0.03916,0.26225,5155999744.0,0.035,0.05434,8531999744.0,161.0,buy,31042000000.0,-365500000.0,190.0,163.38,-0.893,0.822,0.070539996,29.0,191.89,169.288,0.33192003,244.0,1151000064.0,17930999808.0,107855003648.0,2.501,USD,228.458,0.051,2.1,NYQ,Target Corporation,Target Corporation,America/New_York,EST,True,-18000000,EQUITY,TGT,finmb_174438,us_market,,0.868,,10.97,,,9.64,,479124000.0,,,,28.829,9386966.0,0.020399999,,1643414400.0,0.80066,4224000000.0,8.64,,,5.66721,0.00204,1706486400.0,,1659225600.0,2.88,1663200000.0,459029126.0,1.01658,93597835264.0,2,,964051200.0,2:1,,,,-0.899,0.7257825,1665705600.0,1.06,,16.948133,,0.020399999,9261999.0,,,,163.41,163.5,179.3338,0.016400466,0.4077,,163.96,,9761760.0,163.41,158.867,2.68,163.5,,9761760.0,,,4.32,1668470400.0,,,161.6,USD,18.909721,1881600.0,,,,78279278592.0,,,4398861.0,161.6,163.38,1000.0,1881600.0,254.87,,2.38,137.16,163.09,False,0.025899999,1100.0,163.96,,163.38,163.53,https://logo.clearbit.com/corporate.target.com,,,,,,,fa640c03-d22e-33b5-b265-cb31f5464431,,,,,,,,,,,
440,8200,Technology,85000.0,"TE Connectivity Ltd., together with its subsidiaries, manufactures and sells connectivity and sensor solutions in Europe, the Middle East, Africa, the AsiaPacific, and the Americas. The company operates through three segments: Transportation Solutions, Industrial Solutions, and Communications Solutions. The Transportation Solutions segment provides terminals and connector systems and components, sensors, relays, antennas, heat shrink tubing, and application tooling products for use in the automotive, commercial transportation, and sensor markets. The Industrial Solutions segment offers terminals and connector systems and components; and heat shrink tubing, interventional medical components, relays, and wires and cables for aerospace, defense, oil and gas, industrial equipment, medical, and energy markets. The Communications Solutions segment supplies electronic components, such as terminals and connector systems and components, relays, heat shrink tubing, and antennas for the data and devices, and appliances markets. TE Connectivity Ltd. sells its products to approximately 140 countries primarily through direct sales to manufacturers, as well as through third-party distributors. The company was formerly known as Tyco Electronics Ltd. and changed its name to TE Connectivity Ltd. in March 2011. TE Connectivity Ltd. was incorporated in 2000 and is based in Schaffhausen, Switzerland.",Schaffhausen,41 52 633 66 61,,Switzerland,[],https://www.te.com,1,MUehlenstrasse 26,Electronic Components,0.2352,0.15972,0.32872,2297999872.0,0.066,0.1859,3702000128.0,,none,4887000000.0,1224000000.0,,127.99,0.057,1.499,0.08625,,,39.879,0.24281,,820000000.0,4201999872.0,15740000256.0,2.564,USD,48.468,0.781,,NYQ,TE Connectivity Ltd. New Switze,TE Connectivity Ltd.,America/New_York,EST,True,-18000000,EQUITY,TEL,finmb_8106523,us_market,,2.64,,11.223,,,6.75,,326312992.0,,,,29.262,2213012.0,0.0069,,1632441600.0,0.9906,2512999936.0,3.239,,,4.373932,0.0018000001,1695513600.0,,1656028800.0,1.57,1663200000.0,319170505.0,1.3084,41545838592.0,2,,,,,,,0.024,2.6534178,1665705600.0,1.29,,18.961481,,0.0069,1800671.0,,,,127.26,127.68,125.1543,0.015087223,0.2696,,128.61,,1920860.0,127.26,117.7224,1.92,127.68,,1920860.0,,,2.24,1668643200.0,,,127.31,USD,39.51528,611379.0,,,,41764798464.0,,,1564526.0,127.31,127.96,1000.0,611379.0,165.81,,1.8,104.76,125.5,False,0.0188,900.0,128.61,,127.99,,https://logo.clearbit.com/te.com,,,,,,,61547855-51f1-3c09-ba9c-af44e74b615e,,,,,,,,,,,
441,91360-2362,Technology,14500.0,"Teledyne Technologies Incorporated provides enabling technologies for industrial growth markets in the United States, Canada, the United Kingdom, Belgium, the Netherlands, and internationally. The company's Instrumentation segment offers monitoring and control instruments for marine, environmental, industrial, and other applications, as well as electronic test and measurement equipment; and power and communications connectivity devices for distributed instrumentation systems and sensor networks. Its Digital Imaging segment provides visible spectrum sensors and digital cameras for industrial machine vision and automated quality control, as well as for medical, research, and scientific applications; and infrared and X-ray spectra for use in industrial, government, and medical applications, as well as micro electromechanical systems and semiconductors, including analog-to-digital and digital-to-analog converters. This segment also offers thermal imaging systems, visible-light imaging systems, locater systems, measurement and diagnostic systems, and threat-detection solutions. The company's Aerospace and Defense Electronics segment provides electronic components and subsystems, as well as communications products, such as defense electronics, environment interconnects, data acquisition and communications equipment for aircraft, components and subsystems for wireless and satellite communications, and general aviation batteries. Its Engineered Systems segment offers systems engineering and integration, technology development, and manufacturing solutions for defense, space, environmental, and energy applications; and designs and manufactures electrochemical energy systems and electronics for military applications. The company markets and sells its products and services through a direct internal sales force, as well as third-party sales representatives and distributors. Teledyne Technologies Incorporated was founded in 1960 and is headquartered in Thousand Oaks, California.",Thousand Oaks,805 373 4545,CA,United States,[],https://www.teledyne.com,1,1049 Camino Dos Rios,Scientific & Technical Instruments,0.22354999,0.13367,0.40675,,0.039,0.14219,1210800000.0,445.0,buy,1843800000.0,,500.0,420.17,0.33,1.776,0.03404,7.0,484.0,51.135,0.09601,515.0,479300000.0,3918400000.0,5416099840.0,10.048,USD,116.101,1.099,2.1,NYQ,Teledyne Technologies Incorpora,Teledyne Technologies Incorporated,America/New_York,EST,False,-18000000,EQUITY,TDY,finmb_406526,us_market,,3.981,,17.808,,,13.21,,46655200.0,,,,90.022,982100.0,0.021,,1641081600.0,0.97079,724000000.0,10.678,,,4.6674147,0.01313,1704153600.0,,1664668800.0,3.55,1663200000.0,44614287.0,1.058216,21561761792.0,2,,,,,,,0.33,3.6194155,1665705600.0,0.92,,31.806965,,0.0279,1160383.0,,,,419.94,421.0,401.66885,,0.0,,421.44,,257620.0,419.94,372.6192,,421.0,,257620.0,,,,,,,417.94,USD,39.34913,57101.0,,,,19603116032.0,,,282325.0,417.94,420.43,900.0,57101.0,493.97,,,325.0,419.86,False,,900.0,421.44,,420.17,407.38,https://logo.clearbit.com/teledyne.com,,,,,,,271dd230-fa4c-35f5-92f8-ac114b8f6214,,,,,,,,,,,
442,19087-1603,Healthcare,14000.0,"Teleflex Incorporated designs, develops, manufactures, and supplies single-use medical devices for common diagnostic and therapeutic procedures in critical care and surgical applications worldwide. It provides vascular access products that comprise Arrow branded catheters, catheter navigation and tip positioning systems, and intraosseous access systems for the administration of intravenous therapies, the measurement of blood pressure, and the withdrawal of blood samples through a single puncture site. The company also offers interventional products, which consists of various coronary catheters, structural heart therapies, and peripheral intervention and cardiac assist products that are used by interventional cardiologists and radiologists, and vascular surgeons; and Arrow branded catheters, Guideline and Trapliner catheters, the Manta Vascular Closure, and Arrow Oncontrol devices. It provides anesthesia products, such as airway and pain management products to support hospital, emergency medicine, and military channels; and surgical products, including metal and polymer ligation clips, and fascial closure surgical systems that are used in laparoscopic surgical procedures, percutaneous surgical systems, and other surgical instruments. The company also offers interventional urology products comprising the UroLift System, an invasive technology for treating lower urinary tract symptoms due to benign prostatic hyperplasia; and respiratory products, including oxygen and aerosol therapies, spirometry, and ventilation management products for use in various care settings. It provides urology products, such as catheters, urine collectors, and catheterization accessories and products for operative endourology; and bladder management services. The company serves hospitals and healthcare providers, medical device manufacturers, and home care markets. The company was incorporated in 1943 and is headquartered in Wayne, Pennsylvania.",Wayne,610 225 6800,PA,United States,[],https://www.teleflex.com,1,550 East Swedesford Road,Medical Instruments & Supplies,0.0,0.0,0.0,,,0.0,,215.0,buy,1552902000.0,,236.0,225.54,,,,13.0,256.15,,,370.0,,,,,USD,60.067,,2.5,NYQ,Teleflex Incorporated,Teleflex Incorporated,America/New_York,EST,True,-18000000,EQUITY,TFX,finmb_307430,us_market,,,,,,,14.9,,46845000.0,,,,72.24,1490129.0,0.0318,,1640908800.0,0.98800004,,5.892,,,3.122093,0.00208,1703980800.0,,1664064000.0,3.42,1663200000.0,,,9731151872.0,2,,866505600.0,2:1,,,,,,1665705600.0,1.55,,15.136912,,0.049000002,1349992.0,,,,225.71,225.39,266.54385,0.0060254307,0.1265,,226.655,,380350.0,225.71,207.4696,1.36,225.39,,380350.0,,,1.36,1660262400.0,,,224.57,USD,38.27902,147564.0,,,,10565421056.0,,,399915.0,224.57,225.27,1000.0,147564.0,356.72,,0.44,182.65,225.03,False,0.0066000004,900.0,226.655,,225.54,,https://logo.clearbit.com/teleflex.com,,Suite 400,,,,,cfc736f9-d56d-3ff4-b535-f0f0e38e3037,,,,,,,,,,,
443,01864,Technology,6500.0,"Teradyne, Inc. designs, develops, manufactures, sells, and supports automatic test equipment worldwide. The company operates through Semiconductor Test, System Test, Industrial Automation, and Wireless Test segments. The Semiconductor Test segment offers products and services for wafer level and device package testing in automotive, industrial, communications, consumer, smartphones, cloud computer and electronic game, and other applications. This segment also provides FLEX test platform systems; J750 test system to address the volume semiconductor devices; Magnum platform that tests memory devices, such as flash memory and DRAM; and ETS platform for semiconductor manufacturers, and assembly and test subcontractors in the analog/mixed signal markets. It serves integrated device manufacturers that integrate the fabrication of silicon wafers into their business; fabless companies that outsource the manufacturing of silicon wafers; foundries; and semiconductor assembly and test providers. The System Test segment offers defense/aerospace test instrumentation and systems; storage test systems; and circuit-board test and inspection systems. The Industrial Automation segment provides collaborative robotic arms, autonomous mobile robots, and advanced robotic control software for manufacturing, logistics, and light industrial customers. The Wireless Test segment provides test solutions for use in the development and manufacture of wireless devices and modules, smartphones, tablets, notebooks, laptops, peripherals, and Internet-of-Things devices under the LitePoint brand name. This segment also offers IQxel products for Wi-Fi and other standards; IQxstream solution for testing GSM, EDGE, CDMA2000, TD-SCDMA, WCDMA, HSPA+, LTE, and 5G technologies; IQcell, a multi-device cellular signaling test solution; IQgig test solution; and turnkey test software for wireless chipsets. Teradyne, Inc. was incorporated in 1960 and is headquartered in North Reading, Massachusetts.",North Reading,978 370 2700,MA,United States,[],https://www.teradyne.com,1,600 Riverpark Drive,Semiconductor Equipment & Materials,0.31822002,0.23191999,0.59661,725804032.0,-0.13,0.28409,1052740992.0,84.0,buy,2206656000.0,417047264.0,104.0,92.59,-0.22,3.031,0.16588,21.0,103.03,5.933,0.32024,127.0,776056000.0,133742000.0,3308254976.0,4.963,USD,20.653,1.861,2.3,NMS,"Teradyne, Inc.","Teradyne, Inc.",America/New_York,EST,True,-18000000,EQUITY,TER,finmb_94728,us_market,,3.58,,11.251,,,5.62,,163004000.0,,,,13.962,3886964.0,0.0248,,1640908800.0,1.04832,767240000.0,4.398,,,6.6315713,0.00575,1703980800.0,,1664668800.0,2.07,1663200000.0,155862072.0,1.519896,11844915200.0,2,,936144000.0,2:1,,,,-0.285,4.5620847,1665705600.0,84.48,,16.475088,,0.028099999,3703269.0,,,,93.92,93.08,98.04085,0.0042589437,0.0884,,93.595,,1536760.0,93.92,81.912,0.4,93.08,,1536760.0,,,0.44,1661817600.0,,,92.58,USD,21.052752,530290.0,,,,15092539392.0,,,1845336.0,92.58,95.8,800.0,530290.0,168.91,,0.57,67.81,93.06,False,0.0053,800.0,93.595,,92.59,93.1,https://logo.clearbit.com/teradyne.com,,,,,,,6797ee0d-e4e6-3451-9b6d-d0cf4ab28e88,,,,,,,,,,,
