index,sector,longBusinessSummary,country,shortName,symbol,trailingEps,forwardPE,marketCap,dividendYield,trailingPE,position_weight,target_allocation,current_price,quantity,order_quantity,rounding_loss
254,Consumer Cyclical,"International Paper Company operates as a packaging company primarily in United States, the Middle East, Europe, Africa, Pacific Rim, Asia, and rest of the Americas. It operates through two segments: Industrial Packaging and Global Cellulose Fibers. The Industrial Packaging segment manufactures containerboards, including linerboard, medium, whitetop, recycled linerboard, recycled medium, and saturating kraft. The Global Cellulose Fibers segment provides fluff, market, and specialty pulps that are used in absorbent hygiene products, such as baby diapers, feminine care, adult incontinence, and other non-woven products; tissue and paper products; and non-absorbent end applications, including textiles, filtration, construction material, paints and coatings, reinforced plastics, and other applications. It sells its products directly to end users and converters, as well as through agents, resellers, and paper distributors. The company was founded in 1898 and is headquartered in Memphis, Tennessee.",United States,International Paper Company,IP,2.452,7.1025147,14220298240.0,0.0557,14.975532,0.011627906976744186,1570.9302325581396,37.53,41.857986479033826,41.0,32.200232558139504
229,Real Estate,"Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT) and S&P 500 company. Healthpeak owns and develops high-quality real estate in the three private-pay healthcare asset classes of Life Science, Medical Office and Senior Housing, designed to provide stability through the inevitable industry cycles. At Healthpeak, we pair our deep understanding of the healthcare real estate market with a strong vision for long-term growth.",United States,"Healthpeak Properties, Inc.",PEAK,1.145,68.81081,13724772352.0,0.052199997,22.235807,0.011627906976744186,1570.9302325581396,26.85,58.50764367069421,58.0,13.630232558139474
255,Communication Services,"The Interpublic Group of Companies, Inc. provides advertising and marketing services worldwide. It operates in two segments, Integrated Agency Networks (IAN) and IPG DXTRA. The company offers consumer advertising, digital marketing, communications planning and media buying, public relations, and specialized communications disciplines, as well as data science services. It also provides various diversified services, including meeting and event production, sports and entertainment marketing, corporate and brand identity, and strategic marketing consulting. The company was formerly known as McCann-Erickson Incorporated and changed its name to The Interpublic Group of Companies, Inc. in January 1961. The Interpublic Group of Companies, Inc. was founded in 1902 and is headquartered in New York, New York.",United States,"Interpublic Group of Companies,",IPG,1.109,14.74359,13584547840.0,0.0385,31.109108,0.011627906976744186,1570.9302325581396,36.25,43.33600641539695,43.0,12.180232558139501
425,Industrials,"Stanley Black & Decker, Inc. engages in the tools and storage and industrial businesses in the United States, Canada, rest of Americas, France, rest of Europe, and Asia. Its Tools & Storage segment offers professional products, including professional grade corded and cordless electric power tools and equipment, and pneumatic tools and fasteners; and consumer products, such as corded and cordless electric power tools primarily under the BLACK+DECKER brand, as well as corded and cordless lawn and garden products and related accessories; home products; and hand tools, power tool accessories, and storage products. This segment sells its products through retailers, distributors, dealers, and a direct sales force to professional end users, distributors, dealers, retail consumers, and industrial customers in various industries. The company's Industrial segment provides engineered fastening systems and products to customers in the automotive, manufacturing, electronics, construction, aerospace, and other industries; sells and rents custom pipe handling, joint welding, and coating equipment for use in the construction of large and small diameter pipelines, as well as provides pipeline inspection services; and sells hydraulic tools and performance-driven heavy equipment attachment tools. This segment serves oil and natural gas pipeline industry and other industrial customers. It also sells automatic doors to commercial customers. The company was formerly known as The Stanley Works and changed its name to Stanley Black & Decker, Inc. in March 2010. Stanley Black & Decker, Inc. was founded in 1843 and is headquartered in New Britain, Connecticut.",United States,"Stanley Black & Decker, Inc.",SWK,9.844,6.8717947,13544780800.0,0.0404,8.439659,0.011627906976744186,1570.9302325581396,85.83,18.302810585554464,18.0,25.990232558139688
472,Consumer Cyclical,"V.F. Corporation, together with its subsidiaries, engages in the design, procurement, marketing, and distribution of branded lifestyle apparel, footwear, and related products for men, women, and children in the Americas, Europe, and the Asia-Pacific. It operates through three segments: Outdoor, Active, and Work. The company offers outdoor, merino wool and other natural fibers-based, lifestyle, and casual apparel; footwear; equipment; accessories; outdoor-inspired, performance-based, youth culture/action sports-inspired, streetwear, and protective work footwear; handbags, luggage, backpacks, and totes; and work and work-inspired lifestyle apparel and footwear. It provides its products under the North Face, Timberland, Smartwool, Icebreaker, Altra, Vans, Supreme, Kipling, Napapijri, Eastpak, JanSport, Dickies, and Timberland PRO brand names. The company sells its products primarily to specialty stores, department stores, national chains, and mass merchants, as well as sells through direct-to-consumer operations, including retail stores, concession retail stores, and e-commerce sites, and other digital platforms. V.F. Corporation was founded in 1899 and is headquartered in Denver, Colorado.",United States,V.F. Corporation,VFC,-0.426,11.48495,13488134144.0,0.0709,,0.011627906976744186,1570.9302325581396,29.34,53.54227104833468,53.0,15.910232558139608
473,Healthcare,"Viatris Inc. operates as a healthcare company worldwide. The company operates in four segments: Developed Markets, Greater China, JANZ, and Emerging Markets. It offers prescription brand drugs, generic drugs, complex generic drugs, biosimilars, and active pharmaceutical ingredients (APIs). The company offers drugs in various therapeutic areas, including noncommunicable and infectious diseases; biosimilars in the areas of oncology, immunology, endocrinology, ophthalmology, and dermatology; and APIs for antibacterial, central nervous system agents, antihistamines/antiasthmatics, cardiovascular, antivirals, antidiabetics, antifungals, and proton pump inhibitor areas, as well as support services, such as diagnostic clinics, educational seminars, and digital tools to help patients better manage their health. It provides its medicines in the form of oral solid doses, injectables, complex dosage forms, and APIs to retail and pharmacy establishments, wholesalers and distributors, payers, insurers and governments, and institutions. The company distributes its products through pharmaceutical wholesalers/distributors, pharmaceutical retailers, institutional pharmacies, mail-order and e-commerce pharmacies, and specialty pharmacies. It sells its products under the Lyrica, Lipitor, Creon, Influvac, Wixela Inhub, EpiPen auto-injector, Fraxiparine, and Yupelri; Norvasc and Viagra; AMITIZA, Lipacreon, and Effexor; and Celebrex and ARV names, as well as offers biosimilars franchises, including Fulphila, Ogivri, Hulio, and SEMGLEE. The company has collaboration and licensing agreements with Revance Therapeutics, Inc.; Momenta Pharmaceuticals, Inc.; Theravance Biopharma, Inc.; Biocon Ltd.; and Fujifilm Kyowa Kirin Biologics Co. Ltd. Viatris Inc. was founded in 1961 and is headquartered in Canonsburg, Pennsylvania.",United States,Viatris Inc.,VTRS,-1.715,2.9946237,13472604160.0,0.049099997,,0.011627906976744186,1570.9302325581396,11.6,135.42502004811547,135.0,4.930232558139459
210,Financial Services,"Franklin Resources, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to individuals, institutions, pension plans, trusts, and partnerships. It launches equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. The firm invests in the public equity, fixed income, and alternative markets. Franklin Resources, Inc. was founded in 1947 and is based in San Mateo, California with an additional office in Hyderabad, India.",United States,"Franklin Resources, Inc.",BEN,1.558,8.161586,13433052160.0,0.0498,17.182285,0.011627906976744186,1570.9302325581396,30.04,52.294614932028615,52.0,8.850232558139604
421,Industrials,"Snap-on Incorporated manufactures and markets tools, equipment, diagnostics, and repair information and systems solutions for professional users worldwide. It operates through Commercial & Industrial Group, Snap-on Tools Group, Repair Systems & Information Group, and Financial Services segments. The company offers hand tools, including wrenches, sockets, ratchet wrenches, pliers, screwdrivers, punches and chisels, saws and cutting tools, pruning tools, torque measuring instruments, and other products; power tools, such as cordless, pneumatic, hydraulic, and corded tools; and tool storage products comprising tool chests, roll cabinets, and other products. It also provides handheld and computer-based diagnostic products, service and repair information products, diagnostic software solutions, electronic parts catalogs, business management systems and services, point-of-sale systems, integrated systems for vehicle service shops, original equipment manufacturer purchasing facilitation services, and warranty management systems and analytics. In addition, the company offers solutions for the service of vehicles and industrial equipment that include wheel alignment equipment, wheel balancers, tire changers, vehicle lifts, test lane equipment, collision repair equipment, vehicle air conditioning service equipment, brake service equipment, fluid exchange equipment, transmission troubleshooting equipment, safety testing equipment, battery chargers, and hoists, as well as after-sales support services and training programs. Further, it provides financing programs to facilitate the sales of its products and support its franchise business. The company serves the aviation and aerospace, agriculture, construction, government and military, mining, natural resources, power generation, and technical education industries, as well as vehicle dealerships and repair centers. Snap-on Incorporated was founded in 1920 and is based in Kenosha, Wisconsin.",United States,Snap-On Incorporated,SNA,12.455,17.279715,12997227520.0,0.026300002,19.492573,0.011627906976744186,1570.9302325581396,238.41,6.589196059553457,6.0,140.4702325581396
361,Consumer Cyclical,"Packaging Corporation of America manufactures and sells containerboard and corrugated packaging products in the United States. The company operates through Packaging and Paper segments. The Packaging segment offers various containerboard and corrugated packaging products, such as conventional shipping containers used to protect and transport manufactured goods; multi-color boxes and displays that help to merchandise the packaged product in retail locations; and honeycomb protective packaging products, as well as packaging for meat, fresh fruit and vegetables, processed food, beverages, and other industrial and consumer products. This segment sells its corrugated products through a direct sales and marketing organization, independent brokers, and distribution partners. The Paper segment manufactures and sells commodity and specialty papers, as well as communication papers, including cut-size office papers, and printing and converting papers. This segment sells white papers through its sales and marketing organization. Packaging Corporation of America was founded in 1867 and is headquartered in Lake Forest, Illinois.",United States,Packaging Corporation of Americ,PKG,5.101,16.295343,12630926336.0,0.043,26.067438,0.011627906976744186,1570.9302325581396,132.48,11.857867093584991,11.0,113.6502325581396
163,Basic Materials,"Eastman Chemical Company operates as a specialty materials company in the United States and internationally. The company's Additives & Functional Products segment offers hydrocarbon and rosin resins; organic acid-based solutions; amine derivative-based building blocks; metam-based soil fumigants, thiram and ziram based fungicides, and plant growth regulators; specialty coalescent, specialty and commodity solvents, paint additives, and specialty polymers; heat transfer and aviation fluids; insoluble sulfur and anti-degradant rubber additives; and performance resins. It serves transportation, personal care, wellness, food, feed, agriculture, building and construction, water treatment, energy, consumables, durables, and electronics markets. Its Advanced Materials segment provides copolyesters, cellulosic biopolymers, cellulose esters, polyvinyl butyral (PVB) sheets, and window and protective films, and aftermarket applied film products for value-added end uses in the transportation, durables, electronics, building and construction, medical and pharma, and consumables markets. The company's Chemical Intermediates segment offers methylamines and salts higher amines and solvents; Olefin and acetyl derivatives, ethylene, and commodity solvents; and primary non-phthalate and phthalate plasticizers, and niche non- phthalate plasticizers to the industrial chemicals and processing, building and construction, health and wellness, and agrochemicals. Its Fibers segment provides cellulose acetate tow, triacetin, cellulose acetate flake, acetic acid, and acetic anhydride for use in filtration media primarily cigarette filters; natural and solution dyed acetate yarns for use in consumables, and health and wellness markets; and wet-laid nonwoven media, specialty and engineered papers, and cellulose acetate fibers for transportation, industrial, agriculture and mining, and aerospace markets. Eastman Chemical Company was founded in 1920 and is headquartered in Kingsport, Tennessee.",United States,Eastman Chemical Company,EMN,3.609,9.600441,11693591552.0,0.0401,24.10086,0.011627906976744186,1570.9302325581396,89.82,17.489759881520147,17.0,43.990232558139596
75,Real Estate,"Boston Properties (NYSE:BXP) is the largest publicly-held developer and owner of Class A office properties in the United States, concentrated in five markets - Boston, Los Angeles, New York, San Francisco and Washington, DC. The Company is a fully integrated real estate company, organized as a real estate investment trust (REIT), that develops, manages, operates, acquires and owns a diverse portfolio of primarily Class A office space. The Company's portfolio totals 51.2 million square feet and 196 properties, including six properties under construction/redevelopment.",United States,"Boston Properties, Inc.",BXP,2.927,23.725166,11192231936.0,0.0553,24.478989,0.011627906976744186,1570.9302325581396,71.2,22.06362686177162,22.0,4.530232558139377
491,Consumer Cyclical,"Whirlpool Corporation manufactures and markets home appliances and related products. It operates through four segments: North America; Europe, Middle East and Africa; Latin America; and Asia. The company's principal products include refrigerators, freezers, ice makers, and refrigerator water filters; laundry appliances and related laundry accessories; cooking and other small domestic appliances; and dishwasher appliances and related accessories, as well as mixers. It markets and distributes its products primarily under the Whirlpool, Maytag, KitchenAid, JennAir, Amana, Roper, Affresh, Gladiator, Swash, everydrop, Speed Queen, Hotpoint, Bauknecht, Indesit, Ignis, Privileg, Consul, Eslabon de Lujo, Brastemp, Acros, Ariston, Diqua, and Royalstar brands. The company sells its products to retailers, distributors, dealers, builders, and other manufacturers, as well as directly to consumers. Whirlpool Corporation was founded in 1911 and is headquartered in Benton Harbor, Michigan.",United States,Whirlpool Corporation,WHR,21.436,6.404219,9036750848.0,0.051999997,6.940194,0.011627906976744186,1570.9302325581396,150.82,10.415927811683726,10.0,62.73023255813961
259,Financial Services,"Invesco Ltd. is a publicly owned investment manager. The firm provides its services to retail clients, institutional clients, high-net worth clients, public entities, corporations, unions, non-profit organizations, endowments, foundations, pension funds, financial institutions, and sovereign wealth funds. It manages separate client-focused equity and fixed income portfolios. The firm also launches equity, fixed income, commodity, multi-asset, and balanced mutual funds for its clients. It launches equity, fixed income, multi-asset, and balanced exchange-traded funds. The firm also launches and manages private funds. It invests in the public equity and fixed income markets across the globe. The firm also invests in alternative markets, such as commodities and currencies. For the equity portion of its portfolio, it invests in growth and value stocks of large-cap, mid-cap, and small-cap companies. For the fixed income portion of its portfolio, the firm invests in convertibles, government bonds, municipal bonds, treasury securities, and cash. It also invests in short term and intermediate term bonds, investment grade and high yield bonds, taxable and tax-free bonds, senior secured loans, and structured securities such as asset-backed securities, mortgage-backed securities, and commercial mortgage-backed securities. The firm employs absolute return, global macro, and long/short strategies. It employs quantitative analysis to make its investments. The firm was formerly known as Invesco Plc, AMVESCAP plc, Amvesco plc, Invesco PLC, Invesco MIM, and H. Lotery & Co. Ltd. Invesco Ltd. was founded in December 1935 and is based in Atlanta, Georgia with an additional office in Hamilton, Bermuda.",United States,Invesco Ltd,IVZ,1.529,6.557432,8952028160.0,0.0498,12.6945715,0.011627906976744186,1570.9302325581396,18.97,82.81129322921137,82.0,15.390232558139736
10,Consumer Cyclical,"Advance Auto Parts, Inc. provides automotive replacement parts, accessories, batteries, and maintenance items for domestic and imported cars, vans, sport utility vehicles, and light and heavy duty trucks. The company offers battery accessories; belts and hoses; brakes and brake pads; chassis and climate control parts; clutches and drive shafts; engines and engine parts; exhaust systems and parts; hub assemblies; ignition components and wires; radiators and cooling parts; starters and alternators; and steering and alignment parts. It also offers air conditioning chemicals and accessories; air fresheners; antifreeze and washer fluids; electrical wires and fuses; electronics; floor mats, seat covers, and interior accessories; hand and specialty tools; lighting products; performance parts; sealants, adhesives and compounds; tire repair accessories; vent shades, mirrors and exterior accessories; washes, waxes and cleaning supplies; and wiper blades. In addition, the company offers air filters; fuel and oil additives; fuel filters; grease and lubricants; motor oils; oil filters, part cleaners and treatments; and transmission fluids for engine maintenance. Further, it offers battery and wiper installation; engine light scanning and checking; electrical system testing; video clinic; oil and battery recycling; and loaner tool program services. Additionally, the company sells its products through its website. It serves professional installers and do-it-yourself customers. The company operates stores under the Advance Auto Parts, Autopart International, and Carquest brands, as well as branches under the Worldpac name. As of April 23, 2022, it operated 4,687 stores and 311 branches in the United States, Puerto Rico, the U.S. Virgin Islands, and Canada; and served 1,318 independently owned Carquest branded stores in Mexico, Grand Cayman, the Bahamas, Turks and Caicos, and the British Virgin Islands. The company was founded in 1929 and is based in Raleigh, North Carolina.",United States,Advance Auto Parts Inc.,AAP,7.8,11.119348,8888054784.0,0.0399,19.230768,0.011627906976744186,1570.9302325581396,147.49,10.651096566263066,10.0,96.03023255813956
374,Utilities,"Pinnacle West Capital Corporation, through its subsidiary, Arizona Public Service Company, provides retail and wholesale electric services primarily in the state of Arizona. The company engages in the generation, transmission, and distribution of electricity using coal, nuclear, gas, oil, and solar generating facilities. Its transmission facilities include approximately 5,814 pole miles of overhead lines and approximately 74 miles of underground lines; and distribution facilities comprise approximately 11,258 miles of overhead lines and approximately 22,821 miles of underground primary cable, as well as owns and maintains 475 transmission and distribution substations. The company also owns or leases approximately 6,323 megawatts of regulated generation capacity. It serves approximately 1.3 million customers. Pinnacle West Capital Corporation was incorporated in 1985 and is headquartered in Phoenix, Arizona.",United States,Pinnacle West Capital Corporati,PNW,4.87,14.941406,8630653952.0,0.052399997,15.708419,0.011627906976744186,1570.9302325581396,75.36,20.845677183627117,20.0,63.73023255813956
227,Consumer Cyclical,"Hasbro, Inc., together with its subsidiaries, operates as a play and entertainment company. Its Consumer Products segment engages in the sourcing, marketing, and sale of toy and game products. This segment also promotes its brands through the out-licensing of trademarks, characters, and other brand and intellectual property rights to third parties through the sale of branded consumer products, such as toys and apparels. Its toys and games include action figures, arts and crafts and creative play products, fashion and other dolls, play sets, preschool toys, plush products, sports action blasters and accessories, vehicles and toy-related specialty products, games, and other consumer products; and licensed products, such as apparels, publishing products, home goods and electronics, and toy products. The company's Wizards of the Coast and Digital Gaming segment engages in the promotion of its brands through the development of trading card, role-playing, and digital game experiences based on Hasbro and Wizards of the Coast games. Its Entertainment segment engages in the development, acquisition, production, distribution, and sale of world-class entertainment content, including film, scripted and unscripted television, family programming, digital content, and live entertainment. The company sells its products to retailers, distributors, wholesalers, discount stores, drug stores, mail order houses, catalog stores, department stores, and other traditional retailers, as well as ecommerce retailers; and directly to customer through Hasbro PULSE e-commerce website. Hasbro, Inc. was founded in 1923 and is headquartered in Pawtucket, Rhode Island.",United States,"Hasbro, Inc.",HAS,2.966,12.081712,8566509056.0,0.0424,20.937288,0.011627906976744186,1570.9302325581396,63.32,24.809384595043266,24.0,51.250232558139594
358,Healthcare,"Organon & Co., a health care company, develops and delivers health solutions through a portfolio of prescription therapies in the United States and internationally. Its women's health portfolio comprises contraception and fertility brands, such as Nexplanon/Implanon, a long-acting reversible contraceptive. The company's biosimilars portfolio consists of three immunology products, such as Brenzys, Renflexis, and Hadlima, as well as two oncology products, including Ontruzant and Aybintio. It also offers cardiovascular products, consisting of several cholesterol-modifying medicines under the Zetia, Ezetrol, Vytorin, Inegy, Rosuzet, and Zocor brands; Cozaar and Hyzaar for the treatment of hypertension; respiratory products for various treatments to control and prevent symptoms caused by asthma under the Singulair, Dulera, Zenhale, and Asmanex brand names; and Singulair, Nasonex, Clarinex, and Aerius for treating seasonal allergic rhinitis. In addition, the company provides dermatology products under the Diprosone and Elocon brand; bone health portfolio, including Fosamax brand name; non-opioid pain management products under the Arcoxia, Diprospan, and Celestone brand names; Proscar for the treatment of symptomatic benign prostatic hyperplasia; and Propecia for the treatment of male pattern hair loss. The company sells its products primarily to drug wholesalers and retailers, hospitals, and government agencies, as well as managed health care providers, such as health maintenance organizations, pharmacy benefit managers, and other institutions. Organon & Co. was incorporated in 2020 and is based in Jersey City, New Jersey.",United States,Organon & Co.,OGN,5.975,4.314433,6366640640.0,0.0432,4.202511,0.011627906976744186,1570.9302325581396,31.34,50.12540627179769,50.0,3.9302325581394943
294,Communication Services,"Lumen Technologies, Inc., a facilities-based technology and communications company, provides various integrated products and services under the Lumen, Quantum Fiber, and CenturyLink brands to business and residential customers in the United States and internationally. The company operates in two segments, Business and Mass Markets. It offers compute and application services, such as cloud services, IT solutions, unified communication and collaboration solutions, colocation and data center services, content delivery services, and managed security services; and IP and data services, including VPN data network, Ethernet, internet protocol (IP), and voice over internet protocol. The company also provides fiber infrastructure services comprising high bandwidth optical wavelength networks; and unlit optical fiber and related professional services. In addition, it offers voice and other services, including private line services, a direct circuit or channel specifically dedicated for connecting two or more organizational sites; a portfolio of traditional time division multiplexing voice services; and synchronous optical network-based Ethernet, legacy data hosting services, and conferencing services. As of December 31, 2021, the company served approximately 4.5 million broadband subscribers. The company was formerly known as CenturyLink, Inc. and changed its name to Lumen Technologies, Inc. in September 2020. Lumen Technologies, Inc. was incorporated in 1968 and is headquartered in Monroe, Louisiana.",United States,"Lumen Technologies, Inc.",LUMN,-0.709,3.6962025,5979517440.0,0.1435,,0.011627906976744186,1570.9302325581396,5.22,300.9444889958122,300.0,4.930232558139723
334,Consumer Defensive,"Newell Brands Inc. designs, manufactures, sources, and distributes consumer and commercial products worldwide. It operates in five segments: Commercial Solutions, Home Appliances, Home Solutions, Learning and Development, and Outdoor and Recreation. The Commercial Solutions segment provides commercial cleaning and maintenance solutions; closet and garage organization products; hygiene systems and material handling solutions; and home and security, and smoke and carbon monoxide alarms products under the BRK, First Alert, Mapa, Quickie, Rubbermaid, Rubbermaid Commercial Products, and Spontex brands. The Home Appliances segment offers kitchen appliances under the Crock-Pot, Mr. Coffee, Oster, and Sunbeam brands. The Home Solutions segment provides food and home storage; fresh preserving; vacuum sealing; and gourmet cookware, bakeware, cutlery, and home fragrance products under the Ball, Calphalon, Chesapeake Bay Candle, FoodSaver, Rubbermaid, Sistema, WoodWick, and Yankee Candle brands. The Learning and Development segment offers writing instruments, including markers and highlighters, pens, and pencils; art products; activity-based adhesive and cutting products; labeling solutions; and baby gear and infant care products under the Aprica, Baby Jogger, Graco, NUK, Tigex, Dymo, Elmer's, EXPO, Graco, Mr. Sketch, NUK, Paper Mate, Parker, Prismacolor, Sharpie, Waterman, and X-Acto brands. The Outdoor and Recreation segment provides outdoor and outdoor-related products under the Campingaz, Coleman, Contigo, ExOfficio, and Marmot brands. It serves warehouse clubs, department and drug/grocery stores, mass merchants, home centers, office superstores and supply stores, contract stationers, and distributors, e-commerce, sporting goods, specialty, and travel retailers. The company was formerly known as Newell Rubbermaid Inc. and changed its name to Newell Brands Inc. in April 2016. Newell Brands Inc. was founded in 1903 and is based in Atlanta, Georgia.",United States,Newell Brands Inc.,NWL,1.406,7.026316,5679090176.0,0.0584,9.495022,0.011627906976744186,1570.9302325581396,15.05,104.38074634937804,104.0,5.730232558139551
476,Real Estate,"Vornado's portfolio is concentrated in the nation's key market  New York City  along with the premier asset in both Chicago and San Francisco. Vornado is also the real estate industry leader in sustainability policy. The company owns and manages over 23 million square feet of LEED certified buildings and received the Energy Star Partner of the Year Award, Sustained Excellence 2019. In 2012, Vornado commemorated 50 years on the NYSE.",United States,Vornado Realty Trust,VNO,-1.839,66.0,4807359488.0,0.0907,,0.011627906976744186,1570.9302325581396,22.25,70.60360595766919,70.0,13.43023255813944
